code,date,open,close,high,low,volume,factor,is_suspended,is_limit_up,is_limit_down,is_st,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010
688256,2024-12-19,606.0,636.02,654.99,596.2,8617152.0,1.0,0,0,0,0,0.32980807,0.03238905,-0.35609204,-0.72222222,-1.0,-0.20515245,-0.9,-0.99960807,-18.47,0.0003917
688256,2024-12-20,634.97,675.95,676.77,631.0,9310919.0,1.0,0,0,0,0,0.26892976,0.06580782,-0.45896898,-1.0,-0.99960869,-0.32742081,-0.95,-1.0,-39.93,0.00019573
688256,2024-12-23,675.95,648.75,700.0,635.0,10380437.0,1.0,0,0,0,0,0.12761793,-0.2091189,-0.62847982,-0.94444444,-0.00019573,-0.4935438,-0.66666667,-1.0,27.2,1.0
688256,2024-12-24,655.5,659.3,662.0,620.06,7382927.0,1.0,0,0,0,0,0.01487571,-0.34264138,-0.52444207,-1.0,-0.99960853,-0.36449895,-1.0,-1.0,-10.55,0.00058731
688256,2024-12-25,651.0,662.1,666.6,634.03,6131874.0,1.0,0,0,0,0,-0.11124168,-0.38637061,-0.22153883,-0.94444444,-0.9996083,-0.03258715,-1.0,-1.0,-2.8,0.00548374
688256,2024-12-26,659.0,651.24,661.0,640.98,6481692.0,1.0,0,0,0,0,-0.23654335,-0.09222802,-0.16355268,-0.88888889,-0.92248972,0.06240586,-1.0,-0.99236043,10.86,1.0
688256,2024-12-27,649.75,652.1,668.2,648.0,6301000.0,1.0,0,0,0,0,-0.11699628,0.42982081,-0.11589655,-0.83333333,-0.00058685,-0.12383838,-1.0,-0.00117555,-0.86,0.03191698
688256,2024-12-30,655.01,683.5,695.88,649.0,7795859.0,1.0,0,0,0,0,0.41575235,0.24633756,-0.10729965,-1.0,-0.99921642,-0.11822979,-1.0,-0.06137255,-31.4,0.00019596
688256,2024-12-31,684.0,658.0,688.0,658.0,7021055.0,1.0,0,0,0,0,0.3379675,0.33697246,0.52971275,-0.94444444,-0.00019581,0.25799007,-1.0,-0.00058789,25.5,1.0
688256,2025-01-02,653.01,645.62,665.0,630.0,7975382.0,1.0,0,0,0,0,0.28667973,0.41313448,0.45351776,-0.88888889,-0.15553379,0.1197475,0.05,-0.00019604,12.38,0.99882468
688256,2025-01-03,639.89,621.0,644.99,616.16,6615237.0,1.0,0,0,0,0,0.118148,0.14504718,0.56418289,-1.0,-7.7e-07,-0.16248216,-1.0,-0.000196,24.62,1.0
688256,2025-01-06,625.74,649.48,650.0,613.8,7142193.0,1.0,0,0,0,0,-0.37289463,-0.12173084,0.17939235,-0.94444444,-0.00097924,-0.4195199,-1.0,-0.00039216,-28.48,0.00058754
688256,2025-01-07,640.49,718.0,718.0,637.0,8730409.0,1.0,0,0,0,0,0.17449599,-0.41823556,-0.38924503,-0.88888889,-0.00391466,0.12185016,-0.68333333,-0.0013712,-68.52,0.00019573
688256,2025-01-08,701.0,726.0,735.0,698.6,8169427.0,1.0,0,0,0,0,0.36533568,-0.39193279,-0.47639396,-0.83333333,-1.0,-0.18330721,-0.73333333,-0.00235064,-8.0,0.00137013
688256,2025-01-09,725.0,712.29,731.97,706.15,5382326.0,1.0,0,0,0,0,0.11213307,-0.88392936,-0.28646549,-0.77777778,-0.00039139,0.34253683,-1.0,-0.99941257,13.71,1.0
